1,Upenn,,,
1393,PLANT BIOLOGY - Section 001 (MWF 2-3PM),1,C
1394,MARINE BIOLOGY - Section 001 (TR 10:30-12NOON),1,C
1395,DEVELOPMENTAL BIOLOGY - Section 001 (MWF 11-12NOON),1,C
1396,DEVELOPMENTAL BIOLOGY - Section 201 (W 5:30-7:30PM),1,C
1397,INDEPENDENT STUDY - Section 000 (TBA),1,C
1398,BIOCHEMISTRY - Section 001 (TR 9-10:30AM),1,C
1399,INFECTIOUS DISEASES - Section 001 (W 3:30-6:30PM),1,C
1400,"PSYCHOSOC,NUTRIT,HEALTH - Section 301 (TR 12-1:30PM)",1,C
1401,FRESHWATER ECOLOGY - Section 001 (TR 1:30-3PM),1,C
1402,PLANT ECOLOGY - Section 001 (MWF 1-2PM),1,C
1403,BIOCHEM&MOLEC GEN SUPRLB - Section 101 (TR 1-4PM),1,C
1404,ANIMAL COGNITION - Section 401 (TR 3-4:30PM),1,C
1405,SYSTEMS BIOL: INT PHYS - Section 301 (TR 1:30-3PM),1,C
1406,SYSTEMS NEUROSCIENCE - Section 001 (TR 10:30-12NOON),1,C
1407,ECOLOGICAL TECHNIQ CONS - Section 001 (TBA),1,C
1408,COMM AT CELLULAR LEVEL - Section 301 (MW 2-3:30PM),1,C
1409,EPIGENETICS - Section 401 (TR 1:30-3PM),1,C
1410,CELL DIV MITOTIC SPINDLE - Section 401 (MW 3:30-5PM),1,C
1411,ADV. TOPIC BEHAV. GENET. - Section 401 (T 1:30-4:30PM),1,C
1412,ADV. INDEPENDENT STUDY - Section 000 (TBA),1,C
1413,COMPUTATIONAL BIOLOGY - Section 401 (MW 3:30-5PM),1,C
1414,GENETIC ANALYSIS - Section 401 (TR 10:30-12NOON),1,C
1415,ENVIRONMNTAL & EVOL BIOL - Section 301 (F 2-4PM),1,C
1416,DISSERTATION - Section 000 (TBA),1,C
1417,INDEPENDENT STUDY - Section 000 (TBA),1,C
1418,MECHANISMS OF DISEASE - Section 001 (T 1-3PM),1,C
1419,CONTROL GENE EXPRESSION - Section 001 (TR 9-10:30AM),1,C
1420,MASTERS THESIS - Section 002 (TBA),1,C
1421,MASTERS THESIS - Section 003 (TBA),1,C
1422,MASTERS THESIS - Section 004 (TBA),1,C
1423,MASTERS THESIS - Section 005 (TBA),1,C
1424,MASTERS THESIS - Section 006 (TBA),1,C
1425,CLIN ECON & CLIN DEC MKG - Section 001 (R 2-3:30PM),1,C
1426,STATISTICAL INFERENCE I - Section 401 (TR 3-4:30PM),1,C
1427,STAT METH/DATA ANAL II - Section 001 (MW 9-10:30AM),1,C
1428,INTRO TO LINEAR MODELS - Section 001 (TR 10:30-12NOON),1,C
1429,LONGITUDINAL DATA ANALYS - Section 001 (MW 1:30-3PM),1,C
1430,DESIGN OF BIOMED STUDIES - Section 001 (MW 10:30-12NOON),1,C
1431,CATEGORICAL DATA ANAL II - Section 001 (TR 1:30-3PM),1,C
1432,STAT METH/INCOMPLET DATA - Section 001 (MW 1:30-3PM),1,C
1433,STAT METH/GENOMIC DATA - Section 001 (MW 12-1:30PM),1,C
1434,ADV TOPICS/CLIN TRIALS - Section 001 (T 9-12NOON),1,C
1435,STAT GENETICS/HUM DIS - Section 001 (MW 12-1:30PM),1,C
1436,TUTORIAL: RESEARCH - Section 001 (TBA),1,C
1437,TUTORIAL: RESEARCH - Section 016 (TBA),1,C
1438,INDEPENDENT STUDY - Section 036 (TBA),1,C
1439,INDEPENDENT STUDY - Section 037 (TBA),1,C
1440,INDEPENDENT STUDY - Section 038 (TBA),1,C
1441,INDEPENDENT STUDY - Section 039 (TBA),1,C
1442,INDEPENDENT STUDY - Section 040 (TBA),1,C
1443,INDEPENDENT STUDY - Section 043 (TBA),1,C
1444,INDEPENDENT STUDY - Section 048 (TBA),1,C
1445,INDEPENDENT STUDY - Section 050 (TBA),1,C
1446,INDEPENDENT STUDY - Section 051 (TBA),1,C
1447,INDEPENDENT STUDY - Section 052 (TBA),1,C
1448,INDEPENDENT STUDY - Section 053 (TBA),1,C
1449,INDEPENDENT STUDY - Section 054 (TBA),1,C
1450,INDEPENDENT STUDY - Section 055 (TBA),1,C
1451,INDEPENDENT STUDY - Section 056 (TBA),1,C
1452,INDEPENDENT STUDY - Section 068 (TBA),1,C
1453,INDEPENDENT STUDY - Section 069 (TBA),1,C
1454,INDEPENDENT STUDY - Section 070 (TBA),1,C
1455,INDEPENDENT STUDY - Section 071 (TBA),1,C
1456,INDEPENDENT STUDY - Section 072 (TBA),1,C
1457,INDEPENDENT STUDY - Section 073 (TBA),1,C
1458,INDEPENDENT STUDY - Section 077 (TBA),1,C
1459,INDEPENDENT STUDY - Section 082 (TBA),1,C
1460,INDEPENDENT STUDY - Section 083 (TBA),1,C
1461,INDEPENDENT STUDY - Section 084 (TBA),1,C
1462,INDEPENDENT STUDY - Section 085 (TBA),1,C
1463,INDEPENDENT STUDY - Section 086 (TBA),1,C
1464,INDEPENDENT STUDY - Section 087 (TBA),1,C
1465,INDEPENDENT STUDY - Section 088 (TBA),1,C
1466,INDEPENDENT STUDY - Section 089 (TBA),1,C
1467,INDEPENDENT STUDY - Section 090 (TBA),1,C
1468,INDEPENDENT STUDY - Section 091 (TBA),1,C
1469,INDEPENDENT STUDY - Section 092 (TBA),1,C
1470,INDEPENDENT STUDY - Section 101 (TBA),1,C
1471,INDEPENDENT STUDY - Section 102 (TBA),1,C
1472,INDEPENDENT STUDY - Section 103 (TBA),1,C
1473,INDEPENDENT STUDY - Section 104 (TBA),1,C
1474,INDEPENDENT STUDY - Section 105 (TBA),1,C
1475,INDEPENDENT STUDY - Section 106 (TBA),1,C
1476,INDEPENDENT STUDY - Section 107 (TBA),1,C
1477,INDEPENDENT STUDY - Section 108 (TBA),1,C
1478,INDEPENDENT STUDY - Section 109 (TBA),1,C
1479,BIOTECHNOLOGY SEMINAR - Section 001 (W 5-8PM),1,C
1480,INDEPENDENT STDY - Section 000 (TBA),1,C
1481,POL ECON OF SOC POL - Section 401 (MW 3-4:30PM),1,C
1482,BUS IN GLOBAL POL ENVIR - Section 001 (TR 9-10:30AM),1,C
1483,ECONOMIC ANALYSIS OF LAW - Section 401 (TR 10:30-12NOON),1,C
1484,INT HOUSING COMPARISONS - Section 401 (MW 1:30-3PM),1,C
1485,MANAGERIAL ECONOMICS - Section 001 (MW 9-10:30AM),1,C
1486,MANAGERIAL ECONOMICS - Section 201 (F 9-10AM),1,C
1487,MANAGERIAL ECONOMICS - Section 202 (F 10-11AM),1,C
1488,MANAGERIAL ECONOMICS - Section 002 (MW 10:30-12NOON),1,C
1489,MANAGERIAL ECONOMICS - Section 203 (F 11-12NOON),1,C
1490,MANAGERIAL ECONOMICS - Section 204 (F 12-1PM),1,C
1491,MANAGERIAL ECONOMICS - Section 003 (MW 1:30-3PM),1,C
1492,MANAGERIAL ECONOMICS - Section 205 (F 1-2PM),1,C
1493,MANAGERIAL ECONOMICS - Section 206 (F 2-3PM),1,C
1494,MANAGERIAL ECONOMICS - Section 004 (MW 3-4:30PM),1,C
1495,MANAGERIAL ECONOMICS - Section 207 (F 9-10AM),1,C
1496,MANAGERIAL ECONOMICS - Section 208 (F 10-11AM),1,C
1497,MANAGERIAL ECONOMICS - Section 005 (TR 9-10:30AM),1,C
1498,MANAGERIAL ECONOMICS - Section 209 (F 11-12NOON),1,C
1499,MANAGERIAL ECONOMICS - Section 210 (F 12-1PM),1,C
1500,MANAGERIAL ECONOMICS - Section 006 (TR 10:30-12NOON),1,C
1501,MANAGERIAL ECONOMICS - Section 211 (F 1-2PM),1,C
1502,MANAGERIAL ECONOMICS - Section 212 (F 2-3PM),1,C
1503,MANAGERIAL ECONOMICS - Section 007 (MW 1:30-3PM),1,C
1504,MANAGERIAL ECONOMICS - Section 213 (F 9-10AM),1,C
1505,MANAGERIAL ECONOMICS - Section 214 (F 10-11AM),1,C
1506,MANAGERIAL ECONOMICS - Section 008 (TR 1:30-3PM),1,C
1507,MANAGERIAL ECONOMICS - Section 215 (F 11-12NOON),1,C
1508,MANAGERIAL ECONOMICS - Section 216 (F 12-1PM),1,C
1509,MANAGERIAL ECONOMICS - Section 009 (TR 3-4:30PM),1,C
1510,RECITATION - Section 217 (F 1-2PM),1,C
1511,RECITATION - Section 218 (F 2-3PM),1,C
1512,RISK ANALY & ENV MGMT - Section 401 (MW 10:30-12NOON),1,C
1513,"NATIONS, POL AND MARKETS - Section 401 (MW 10:30-12NOON)",1,C
1514,GOVT/LEGAL ENVIRONMENT - Section 401 (MW 9-10:30AM),1,C
1515,GOVT/LEGAL ENVIRONMENT - Section 403 (MW 10:30-12NOON),1,C
1516,GOVT/LEGAL ENVIRONMENT - Section 405 (MW 1:30-3PM),1,C
1517,GOVT/LEGAL ENVIRONMENT - Section 407 (MW 9-10:30AM),1,C
1518,GOVT/LEGAL ENVIRONMENT - Section 409 (MW 10:30-12NOON),1,C
1519,GOVT/LEGAL ENVIRONMENT - Section 411 (MW 1:30-3PM),1,C
1520,GOVT/LEGAL ENVIRONMENT - Section 413 (TR 9-10:30AM),1,C
1521,GOVT/LEGAL ENVIRONMENT - Section 415 (TR 10:30-12NOON),1,C
1522,GOVT/LEGAL ENVIRONMENT - Section 417 (TR 1:30-3PM),1,C
1523,GOVT/LEGAL ENVIRONMENT - Section 419 (TR 9-10:30AM),1,C
1524,GOVT/LEGAL ENVIRONMENT - Section 421 (TR 10:30-12NOON),1,C
1525,GOVT/LEGAL ENVIRONMENT - Section 423 (TR 1:30-3PM),1,C
1526,BEHAVIORAL ECONOMICS - Section 002 (MW 3-4:30PM),1,C
1527,"NATIONS, POL AND MARKETS - Section 001 (MW 1:30-3PM)",1,C
1528,2ND YR. RESEARCH SEM - Section 301 (T 12-1:30PM),1,C
1529,2ND YR. RESEARCH SEM - Section 302 (T 12-1:30PM),1,C
1530,EMPIRICAL PUBLIC POLICY - Section 001 (T 1:30-4:30PM),1,C
1531,APPLIED ECONOMICS SEM - Section 301 (W 12-1:30PM),1,C
1532,DISSERTATION - Section 000 (TBA),1,C
1533,INDEPENDENT STUDY - Section 000 (TBA),1,C
1534,IMMUNOLOGY FOR CAMB - Section 001 (MWF 9:30-11AM),1,C
1535,PRINCIPLES OF DEVELOPMEN - Section 001 (TR 1:30-3PM),1,C
1536,CANCER GENETICS & BIOL. - Section 001 (MR 10:30-12NOON),1,C
1537,CUR. TOPICS ION CHANNELS - Section 301 (TR 9:30-10:30AM),1,C
1538,MAMMALIAN GENETICS SEM - Section 301 (W 2-4PM),1,C
1539,FUNDAMENTAL VIROLOGY - Section 001 (MWF 1:15-2:15PM),1,C
1540,BACTERIOLOGY - Section 001 (MWF 1:15-2:15PM),1,C
1541,PARASITES AND PARASITISM - Section 001 (MWF 1-2:30PM),1,C
1542,GENETIC PRINCIPLES - Section 001 (MWF 10-11:30AM),1,C
1543,INTRO TO VIRAL PATHOGENE - Section 301 (T 4-6PM),1,C
1544,CELL CONT SIG TRANS PATH - Section 301 (T 11-1PM),1,C
1545,GENE THER: VECTORS IMMUN - Section 301 (W 4:30-6:30PM),1,C
1546,DNA DAMAGE RESPONSES - Section 301 (R 3-6PM),1,C
1547,ADV.TOPCS CELLBIO/PHYS I - Section 301 (M 10:30-12NOON),1,C
1548,SCIENTIFIC WRITING - Section 001 (W 1-2:30PM),1,C
1549,SCIENTIFIC WRITING - Section 002 (R 1-2:30PM),1,C
1550,SCIENTIFIC WRITING - Section 003 (F 12-1:30PM),1,C
1551,BIOLOGY OF STEM CELLS - Section 301 (M 3-5PM),1,C
1552,LAB ROTATION - Section 020 (TBA),1,C
1553,LAB ROTATION - Section 117 (TBA),1,C
1554,LAB ROTATION - Section 164 (TBA),1,C
1555,LAB ROTATION - Section 167 (TBA),1,C
1556,LAB ROTATION - Section 178 (TBA),1,C
1557,LAB ROTATION - Section 183 (TBA),1,C
1558,LAB ROTATION - Section 184 (TBA),1,C
1559,LAB ROTATION - Section 188 (TBA),1,C
1560,LAB ROTATION - Section 193 (TBA),1,C
1561,LAB ROTATION - Section 203 (TBA),1,C
1562,LAB ROTATION - Section 207 (TBA),1,C
1563,LAB ROTATION - Section 210 (TBA),1,C
1564,LAB ROTATION - Section 213 (TBA),1,C
1565,LAB ROTATION - Section 215 (TBA),1,C
1566,LAB ROTATION - Section 216 (TBA),1,C
1567,LAB ROTATION - Section 217 (TBA),1,C
1568,GENOMICS - Section 401 (R 3-6PM),1,C
1569,PRE-DISSERTATION LAB ROT - Section 004 (TBA),1,C
1570,PRE-DISSERTATION LAB ROT - Section 039 (TBA),1,C
1571,PRE-DISSERTATION LAB ROT - Section 045 (TBA),1,C
1572,PRE-DISSERTATION LAB ROT - Section 072 (TBA),1,C
1573,PRE-DISSERTATION LAB ROT - Section 107 (TBA),1,C
1574,PRE-DISSERTATION LAB ROT - Section 159 (TBA),1,C
1575,PRE-DISSERTATION LAB ROT - Section 181 (TBA),1,C
1576,PRE-DISSERTATION LAB ROT - Section 188 (TBA),1,C
1577,PRE-DISSERTATION LAB ROT - Section 193 (TBA),1,C
1578,PRE-DISSERTATION LAB ROT - Section 196 (TBA),1,C
1579,PRE-DISSERTATION LAB ROT - Section 197 (TBA),1,C
1580,PRE-DISSERTATION LAB ROT - Section 207 (TBA),1,C
1581,PRE-DISSERTATION LAB ROT - Section 217 (TBA),1,C
1582,PRE-DISSERTATION LAB ROT - Section 000 (TBA),1,C
1583,PRE-DISSERTATION LAB ROT - Section 001 (TR 9-10:30AM),1,C
1584,PRE-DISSERTATION LAB ROT - Section 001 (MWF 10-11AM),1,C
1585,PRE-DISSERTATION LAB ROT - Section 201 (R 2-3PM),1,C
1586,PRE-DISSERTATION LAB ROT - Section 202 (F 3-4PM),1,C
1587,PRE-DISSERTATION LAB ROT - Section 203 (R 3-4PM),1,C
1588,PRE-DISSERTATION LAB ROT - Section 001 (MWF 2-3PM),1,C
1589,PRE-DISSERTATION LAB ROT - Section 201 (M 3-4PM),1,C
1590,PRE-DISSERTATION LAB ROT - Section 001 (MWF 10-11AM),1,C
1591,PRE-DISSERTATION LAB ROT - Section 401 (TR 3-4:30PM),1,C
1592,PRE-DISSERTATION LAB ROT - Section 001 (TBA),1,C
1593,PRE-DISSERTATION LAB ROT - Section 201 (T 1-2PM),1,C
1594,PRE-DISSERTATION LAB ROT - Section 202 (T 2-3PM),1,C
1595,PRE-DISSERTATION LAB ROT - Section 203 (T 3-4PM),1,C
1596,PRE-DISSERTATION LAB ROT - Section 204 (T 4-5PM),1,C
1597,PRE-DISSERTATION LAB ROT - Section 001 (MWF 11-12NOON),1,C
1598,PRE-DISSERTATION LAB ROT - Section 201 (M 5-6:30PM),1,C
1599,PRE-DISSERTATION LAB ROT - Section 101 (TR 1-5PM),1,C
1600,PRE-DISSERTATION LAB ROT - Section 401 (MW 10:30-12NOON),1,C
1601,PRE-DISSERTATION LAB ROT - Section 402 (W 3-4:30PM),1,C
1602,PRE-DISSERTATION LAB ROT - Section 401 (T 4:30-7:30PM),1,C
1603,PRE-DISSERTATION LAB ROT - Section 401 (MW 9-10:30AM),1,C
1604,PRE-DISSERTATION LAB ROT - Section 001 (MWF 10-11AM),1,C
1605,PRE-DISSERTATION LAB ROT - Section 000 (TBA),1,C
1606,PRE-DISSERTATION LAB ROT - Section 001 (TBA),1,C
1607,PRE-DISSERTATION LAB ROT - Section 001 (TBA),1,C
1608,PRE-DISSERTATION LAB ROT - Section 000 (TBA),1,C
1609,THE BODY TOXIC - Section 301 (TR 4:30-6PM),1,C
1610,HONORS CHEMISTRY II - Section 001 (MWF 9-10AM),1,C
1611,HONORS CHEMISTRY II - Section 201 (R 12-1PM),1,C
1612,HONORS CHEMISTRY II - Section 202 (F 2-3PM),1,C
1613,STRUCTURAL BIOLOGY - Section 301 (TR 8-9AM),1,C
1614,GEN CHEM LAB I - Section 001 (M 3-4PM),1,C
1615,GEN CHEM LAB I - Section 101 (T 2-5PM),1,C
1616,GEN CHEM LAB I - Section 102 (R 9-12NOON),1,C
1617,GEN CHEM LAB I - Section 103 (T 2-5PM),1,C
1618,GEN CHEM LAB I - Section 104 (R 9-12NOON),1,C
1619,GEN CHEM LAB I - Section 105 (T 2-5PM),1,C
1620,GEN CHEM LAB I - Section 106 (R 9-12NOON),1,C
1621,GEN CHEM LAB I - Section 107 (R 2-5PM),1,C
1622,GEN CHEM LAB II - Section 001 (R 11-12NOON),1,C
1623,GEN CHEM LAB II - Section 002 (F 3-4PM),1,C
1624,GEN CHEM LAB II - Section 101 (M 2-5PM),1,C
1625,GEN CHEM LAB II - Section 102 (M 2-5PM),1,C
1626,GEN CHEM LAB II - Section 103 (M 2-5PM),1,C
1627,GEN CHEM LAB II - Section 104 (T 9-12NOON),1,C
1628,GEN CHEM LAB II - Section 105 (T 9-12NOON),1,C
1629,GEN CHEM LAB II - Section 106 (T 9-12NOON),1,C
1630,GEN CHEM LAB II - Section 107 (T 9-12NOON),1,C
1631,GEN CHEM LAB II - Section 108 (T 9-12NOON),1,C
1632,GEN CHEM LAB II - Section 109 (T 2-5PM),1,C
1633,GEN CHEM LAB II - Section 110 (T 2-5PM),1,C
1634,GEN CHEM LAB II - Section 111 (T 2-5PM),1,C
1635,GEN CHEM LAB II - Section 112 (T 9-12NOON),1,C
1636,GEN CHEM LAB II - Section 113 (W 2-5PM),1,C
1637,GEN CHEM LAB II - Section 114 (W 2-5PM),1,C
1638,GEN CHEM LAB II - Section 115 (W 2-5PM),1,C
1639,GEN CHEM LAB II - Section 116 (W 2-5PM),1,C
1640,GEN CHEM LAB II - Section 117 (R 2-5PM),1,C
1641,GEN CHEM LAB II - Section 118 (F 2-5PM),1,C
1642,GEN CHEM LAB II - Section 119 (R 9-12NOON),1,C
1643,GEN CHEM LAB II - Section 120 (R 9-12NOON),1,C
1644,GEN CHEM LAB II - Section 121 (R 9-12NOON),1,C
1645,GEN CHEM LAB II - Section 123 (R 2-5PM),1,C
1646,GEN CHEM LAB II - Section 124 (R 2-5PM),1,C
1647,GEN CHEM LAB II - Section 125 (R 2-5PM),1,C
1648,GEN CHEM LAB II - Section 126 (F 2-5PM),1,C
1649,GEN CHEM LAB II - Section 127 (F 2-5PM),1,C
1650,GEN CHEM LAB II - Section 128 (F 2-5PM),1,C
1651,GEN CHEM FRESH LAB II - Section 001 (W 1-2PM),1,C
1652,GEN CHEM FRESH LAB II - Section 101 (W 2-5PM),1,C
1653,GEN CHEM FRESH LAB II - Section 102 (W 2-5PM),1,C
1654,GENERAL CHEMISTRY I - Section 001 (MWF 2-3PM),1,C
1655,GENERAL CHEMISTRY I - Section 201 (R 12-1PM),1,C
1656,GENERAL CHEMISTRY I - Section 202 (R 3-4PM),1,C
1657,GENERAL CHEMISTRY I - Section 203 (F 1-2PM),1,C
1658,GENERAL CHEMISTRY I - Section 204 (R 12-1PM),1,C
1659,GENERAL CHEMISTRY I - Section 205 (R 3-4PM),1,C
1660,GENERAL CHEMISTRY I - Section 206 (F 1-2PM),1,C
1661,GENERAL CHEMISTRY II - Section 001 (MWF 11-12NOON),1,C
1662,GENERAL CHEMISTRY II - Section 201 (R 12-1PM),1,C
1663,GENERAL CHEMISTRY II - Section 202 (R 3-4PM),1,C
1664,GENERAL CHEMISTRY II - Section 203 (F 1-2PM),1,C
1665,GENERAL CHEMISTRY II - Section 002 (MWF 10-11AM),1,C
1666,GENERAL CHEMISTRY II - Section 220 (R 12-1PM),1,C
1667,GENERAL CHEMISTRY II - Section 221 (R 3-4PM),1,C
1668,GENERAL CHEMISTRY II - Section 222 (F 12-1PM),1,C
1669,GENERAL CHEMISTRY II - Section 223 (R 12-1PM),1,C
1670,GENERAL CHEMISTRY II - Section 224 (F 1-2PM),1,C
1671,GENERAL CHEMISTRY II - Section 225 (F 2-3PM),1,C
1672,GENERAL CHEMISTRY II - Section 003 (MWF 12-1PM),1,C
1673,GENERAL CHEMISTRY II - Section 230 (R 12-1PM),1,C
1674,GENERAL CHEMISTRY II - Section 231 (R 12-1PM),1,C
1675,GENERAL CHEMISTRY II - Section 232 (R 3-4PM),1,C
1676,GENERAL CHEMISTRY II - Section 233 (F 1-2PM),1,C
1677,GENERAL CHEMISTRY II - Section 234 (F 1-2PM),1,C
1678,GENERAL CHEMISTRY II - Section 235 (F 2-3PM),1,C
1679,GENERAL CHEMISTRY II - Section 004 (MWF 12-1PM),1,C
1680,GENERAL CHEMISTRY II - Section 240 (R 12-1PM),1,C
1681,GENERAL CHEMISTRY II - Section 241 (R 3-4PM),1,C
1682,GENERAL CHEMISTRY II - Section 242 (F 2-3PM),1,C
1683,GENERAL CHEMISTRY II - Section 005 (MWF 1-2PM),1,C
1684,GENERAL CHEMISTRY II - Section 250 (R 12-1PM),1,C
1685,GENERAL CHEMISTRY II - Section 251 (R 3-4PM),1,C
1686,GENERAL CHEMISTRY II - Section 252 (F 2-3PM),1,C
1687,PHYSICAL CHEMISTRY II - Section 001 (MWF 10-11AM),1,C
1688,PHYSICAL CHEMISTRY II - Section 201 (R 12-1PM),1,C
1689,PHYSICAL CHEMISTRY II - Section 202 (F 1-2PM),1,C
1690,EXPERIMENTAL PHYS CHEM I - Section 001 (R 10:30-12NOON),1,C
1691,EXPERIMENTAL PHYS CHEM I - Section 101 (MW 1-5PM),1,C
1692,EXPERIMENTAL PHYS CHEM I - Section 102 (TR 1-5PM),1,C
1693,ORGANIC CHEMISTRY I - Section 001 (MWF 1-2PM),1,C
1694,ORGANIC CHEMISTRY I - Section 201 (M 5-6PM),1,C
1695,ORGANIC CHEMISTRY I - Section 202 (T 5-6PM),1,C
1696,ORGANIC CHEMISTRY I - Section 203 (W 4-5PM),1,C
1697,ORGANIC CHEMISTRY II - Section 001 (MWF 11-12NOON),1,C
1698,RECITATION - Section 201 (M 5-6PM),1,C
1699,RECITATION - Section 202 (W 1-2PM),1,C
1700,RECITATION - Section 203 (W 5-6PM),1,C
1701,RECITATION - Section 204 (R 3-4PM),1,C
1702,RECITATION - Section 205 (F 12-1PM),1,C
1703,RECITATION - Section 206 (F 1-2PM),1,C
1704,RECITATION - Section 002 (TR 9-10:30AM),1,C
1705,RECITATION - Section 220 (M 5-6PM),1,C
1706,RECITATION - Section 221 (W 5-6PM),1,C
1707,RECITATION - Section 222 (R 3-4PM),1,C
1708,RECITATION - Section 223 (F 2-3PM),1,C
1709,RECITATION - Section 003 (TR 10:30-12NOON),1,C
1710,RECITATION - Section 230 (M 5-6PM),1,C
1711,LECTURE - Section 001 (T 12-1PM),1,C
1712,LECTURE - Section 101 (MW 1-5PM),1,C
1713,LECTURE - Section 102 (TR 8-12NOON),1,C
1714,LECTURE - Section 103 (TR 1-5PM),1,C
1715,PRINC BIOLOGICAL CHEM - Section 001 (MWF 9-10AM),1,C
1716,INDEPENDENT STUDY - Section 000 (TBA),1,C
1717,INDEPENDENT STUDY - Section 000 (TBA),1,C
1718,BIOLOGICAL CHEMISTRY II - Section 001 (MWF 9-10AM),1,C
1719,INORGANIC CHEMISTRY II - Section 001 (MWF 11-12NOON),1,C
1720,STATISTICAL MECHANICS II - Section 001 (TR 9-10:30AM),1,C
1721,MOLECULAR SPECTROSCOPY - Section 001 (WF 10-11:30AM),1,C
1722,CHEMICAL DYNAMICS - Section 001 (TR 10:30-12NOON),1,C
1723,PHYSICAL-ORGANIC CHEM - Section 001 (TR 3-4:30PM),1,C
1724,MECH BIO CATALYSIS - Section 001 (WF 10:30-12NOON),1,C
1725,BIOMOLEC IMAGING - Section 001 (M 12-1:30PM),1,C
1726,MAIN GROUP CHEMISTRY - Section 001 (MWF 9-10AM),1,C
1727,ADV ORG SYNTHESIS - Section 001 (TR 3-4:30PM),1,C
1728,SELECTED TOPICS IN CHEM - Section 002 (W 6:30-9:10PM),1,C
1729,TOPICS IN ORG CHEMISTRY - Section 001 (TR 1:30-3PM),1,C
1730,TOPICS IN ORG CHEMISTRY - Section 002 (TR 1:30-3PM),1,C
1731,TOPICS IN ORG CHEMISTRY - Section 003 (MW 5:30-7PM),1,C
1732,TOPICS IN ORG CHEMISTRY - Section 004 (WF 10-11:30AM),1,C
1733,MASTERS THESIS - Section 000 (TBA),1,C
1734,DISSERTATION - Section 000 (TBA),1,C
1735,INDEPENDENT STUDY - Section 000 (TBA),1,C
1736,BEGINNING MOD CHINESE II - Section 001 (MW 12-1PM),1,C
1737,BEGINNING MOD CHINESE II - Section 002 (MW 1-2PM),1,C
1738,BEGINNING MOD CHINESE II - Section 003 (MW 12-1PM),1,C
1739,BEGINNING MOD CHINESE II - Section 004 (MW 11-12NOON),1,C
1740,BEGINNING MOD CHINESE II - Section 005 (MW 12-1PM),1,C
1741,BEGINNING MOD CHINESE II - Section 006 (MW 2-3PM),1,C
1742,BEGINNING MOD CHINESE II - Section 007 (MTWR 12-1PM),1,C
1743,BEGINNING MOD CHINESE II - Section 008 (MW 10-11AM),1,C
1744,BEGINNING MOD CHINESE II - Section 009 (MTWR 3-4PM),1,C
1745,INTEN MOD CHINESE III&IV - Section 001 (MWF 10-12NOON),1,C
1746,INTEN MOD CHINESE III&IV - Section 002 (MWF 3-5PM),1,C
1747,BEG RDG/WRTG CHINESE II - Section 001 (MTWR 12-1PM),1,C
1748,BEG RDG/WRTG CHINESE II - Section 002 (MW 3-4PM),1,C
1749,BEG RDG/WRTG CHINESE II - Section 003 (MTWR 11-12NOON),1,C
1750,BEGINNING CANTONESE II - Section 680 (TR 4:30-6:45PM),1,C
1751,BEGINNING TAIWANESE II - Section 680 (T 4:30-6:45PM),1,C
1752,BEGIN BUSINESS CHINESE - Section 680 (MW 4:30-6PM),1,C
1753,BEGINNING CHINESE IV - Section 001 (MW 11-12NOON),1,C
1754,BEGINNING CHINESE IV - Section 002 (MW 12-1PM),1,C
1755,BEGINNING CHINESE IV - Section 003 (MW 12-1PM),1,C
1756,BEGINNING CHINESE IV - Section 004 (MW 1-2PM),1,C
1757,BEGINNING CHINESE IV - Section 005 (MW 12-1PM),1,C
1758,INTERMED CANTONESE II - Section 680 (TR 6:45-8:30PM),1,C
1759,INTERMED TAIWANESE II - Section 680 (T 3-4:30PM),1,C
1760,INTERMED MOD CHINESE II - Section 001 (MW 11-12NOON),1,C
1761,INTERMED MOD CHINESE II - Section 002 (MW 2-3PM),1,C
1762,INTERMED MOD CHINESE II - Section 003 (MW 12-1PM),1,C
1763,INTER RDG/WRTG CHINESEII - Section 001 (MW 10-12NOON),1,C
1764,INTER RDG/WRTG CHINESEII - Section 002 (MW 3-5PM),1,C
1765,ADVANCED MOD CHINESE II - Section 001 (MTWR 2-3PM),1,C
1766,NEWSPAPER CHINESE I - Section 001 (TR 3-4:30PM),1,C
1767,ADV SPOKEN MANDARIN II - Section 680 (MW 5-6:30PM),1,C
1768,BUSINESS CHINESE II - Section 001 (MW 12-1PM),1,C
1769,BUSINESS CHINESE II - Section 002 (MW 3-5PM),1,C
1770,BUSINESS CHINESE II - Section 680 (MW 6-7:45PM),1,C
1771,RDGS MOD CHINESE II:LIT - Section 001 (TR 3-4:30PM),1,C
1772,ADV BUSINESS CHINESE II - Section 001 (TR 10:30-12NOON),1,C
1773,ADV BUSINESS CHINESE II - Section 680 (MW 5-6:30PM),1,C
1774,1ST YR CLASSICAL CHIN II - Section 401 (TR 1:30-3PM),1,C
1775,TOPICS CHINESE CULTURE - Section 001 (TR 12-1:30PM),1,C
1776,IN THE ZONE - Section 301 (MW 3:30-5PM),1,C
1777,IN THE ZONE - Section 302 (MW 2-3:30PM),1,C
1778,IN THE ZONE - Section 303 (MW 5-6:30PM),1,C
1779,IN THE ZONE - Section 304 (TR 5-6:30PM),1,C
1780,IN THE ZONE - Section 305 (TR 3-4:30PM),1,C
1781,IN THE ZONE - Section 306 (T 1:30-3PM),1,C
1782,IN THE ZONE - Section 307 (MW 5-6:30PM),1,C
